symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SPTBN5	0.21262166146105105	No data	0.34974648808117337	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.569111969111969	0	0	No data	No data	0	0.75	0
METAP2	0.21247840212278507	0.12158615952232422	0.3131775905424461	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2671518116171068	No data	No data	0.7	1	0	1	1	0	0.7489550000000001	1	-0.3601765030336459	No data	-1	No data	No data	0	-1	-1
EP300	0.21241397046952157	No data	0.3334914878376992	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3182672866605872	No data	No data	No data	0	0	1	1	1	0.695525	1	-0.9749586321014893	-0.96779428623433	0	No data	255	0	-1	-1
COMMD1	0.21185120851953815	No data	0.34847915149526626	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2105249999999998	No data	0.2594594594594595	No data	0	No data	No data	No data	-1	-1
STAG1	0.21182396512592003	No data	0.3484343381814398	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9682049999999996	No data	-0.9767236624379482	-0.9161317207743386	0	No data	No data	-0.28656499999999985	-1	-1
NPVF	0.21166792993559566	No data	0.34817767214159223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.8132377275234417	No data	0	No data	No data	No data	1	0.5
PPP1R3C	0.21147972476875102	No data	0.3288056307155811	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07649795869946231	No data	0.34725007159575794	No data	1	0	0	0	0	0.3059950000000001	No data	-0.04180915609487035	-0.8458647345894018	0	No data	No data	0	0.5	0
HECTD4	0.21143913517757607	No data	0.33777706926583095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20048505743829273	No data	No data	No data	0	0	No data	No data	No data	0.8551400000000001	No data	-0.89288472145615	-0.12612758426523707	No data	No data	No data	0	-1	-1
LMBR1	0.21123938407357445	No data	0.3474727467393839	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8061250000000001	No data	0.5904026475455046	0	0	No data	No data	0	-1	-1
GDNF	0.21113521028757593	No data	0.3318770603376325	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3084865686804505	No data	No data	No data	0	1	0	0	0	0.6445500000000003	No data	-0.4028681742967457	-0.9165629901624628	0	No data	No data	0	0.5	0
FGFR1	0.21100751191016814	No data	0.3317915807949261	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3059950768485394	No data	No data	1	0	0	1	1	1	0.9209249999999998	1	-0.906784335355764	-0.9744123884163269	0	255	No data	-0.2791975000000001	-1	-1
FOXF1	0.21097252671047934	No data	0.3409544786642835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	0	0	0	0	0.670185	No data	-0.4562603419746277	-0.9522538724381154	0	No data	No data	0	0.5	0
NUFIP2	0.21093238364929814	No data	0.3469677543529438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7050350000000002	No data	-0.9567567567567568	-0.19813303277206457	0	No data	No data	No data	0.5	-1
ZNF385D	0.21090844821459834	No data	0.34340744984418714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0704186507233461	No data	No data	No data	0	0	0	0	0	No data	No data	-0.5544401544401545	No data	0	No data	No data	0	0.5	0
UBE2E1	0.21086364656336098	No data	0.3468546870659973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9481850000000002	No data	-0.6608935466078323	0	0	No data	No data	-0.6243525000000002	-1	-1
SOX9	0.2107506688702654	No data	0.34341491435703053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0650786596514241	No data	No data	No data	0	0	0	0	0	0.8526499999999999	No data	-0.9790402647545504	-0.9213346512415579	0	No data	No data	0	0.5	0
POLK	0.21062525150310069	No data	0.34494271829991646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	1	0	0	No data	-0.07633756205184772	0	0	No data	No data	0	-1	-1
TRIM37	0.2104260000622965	No data	0.34507091290778225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0.6265549999999998	No data	-0.30182018753447326	-0.945672819891832	-1	No data	No data	0	0.5	-1
PXK	0.21017748299125344	No data	0.3457260000924088	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6366799999999998	No data	-0.5825703254274683	0	0	No data	No data	0	0.5	-1
KCTD9	0.21003787400098148	No data	0.34549635390435507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9228799999999999	No data	-0.7472697186982902	-0.6699623800407886	0	No data	No data	0	-1	-1
STEAP2	0.20993324945206449	No data	0.34532425446585313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8265300000000003	No data	-0.2204081632653061	0	0	No data	No data	0	1	0
MAPKBP1	0.20981486876514324	No data	0.34512952722488044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.32028999999999996	No data	-0.7044677330391615	-0.6023617850827678	0	No data	No data	0	0.5	-1
CPNE8	0.2094607660599262	No data	0.3445470551629151	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.9379449999999998	No data	-0.007391064533921687	No data	0	No data	No data	-0.5124124999999999	-1	-1
PPP2R2D	0.20939708272728452	No data	0.3429224739223635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.8675499999999999	No data	-0.5616105901820188	0	No data	No data	No data	-0.6743925000000001	0.5	0
CYP11B2	0.20935188786751496	0.33436193868639164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20012040234931716	No data	No data	1	0	0	1	1	0	No data	1	0.0699393270821842	-0.9381375355832446	0	No data	No data	-0.8310150000000001	1	1
GRID2	0.20924268439510074	No data	0.3441883273838945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8808349999999997	No data	-0.8602316602316602	-0.9234130273753371	0	No data	No data	0	0.75	0.5
CCDC68	0.20911127836232163	No data	0.3439721744380405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.07876447876447878	No data	0	No data	No data	0	0.5	0
CALR	0.20903611876671266	No data	0.3316469728664393	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24403139487851352	No data	No data	No data	0	0	0	0	0	0.7122300000000003	No data	-0.768450082735797	-0.9222130289490451	0	No data	255	0	-1	-1
PPFIA2	0.20887835058475807	No data	0.3435890259308771	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9403350000000004	No data	-0.8358521787093216	-0.6949309914424728	0	No data	No data	-0.17860000000000015	0.75	0
RRAS2	0.20856873842536286	No data	0.34155991044445455	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	0	0	0	1	1	No data	0.44875896304467733	-0.6348509697180285	0	No data	No data	-0.14215750000000008	-1	-1
TFPI	0.20852672940885658	No data	0.32715278465326325	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3171570228588486	No data	No data	1	0	1	0	1	0	0	No data	-0.6226144511858798	-0.8985964935314974	0	No data	No data	0	0.5	-1
CNTF	0.20821854248406543	No data	0.33443349997253163	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16140383467963393	No data	No data	No data	0	0	0	0	0	0.075	No data	0.718146718146718	-0.3092304352315253	0	No data	No data	No data	0.5	0.5
KIF6	0.2077111333842181	No data	0.3191777136256064	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4498265728160987	No data	No data	No data	0	0	0	0	0	0.1093350000000001	No data	0.2871483728626585	-0.8633423286285552	0	No data	No data	0	0.5	0.5
NRP1	0.2076899602850385	No data	0.3219760725253876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3931628320122469	No data	No data	0.1	0	1	1	1	0	0.6587200000000003	No data	-0.7866519580805296	-0.9713726458466099	0	No data	No data	0	-1	-1
FAM241B	0.20753794431018371	No data	0.34138415939040834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.586775	No data	0.5432984004412575	No data	0	No data	No data	0	0.5	-1
PLCG1	0.2072947886454904	No data	0.33844210726837204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050841590343591876	No data	No data	No data	1	0	1	1	0	0.84508	No data	-0.6837286265857694	-0.7659208016452757	0	255	255	0	-1	-1
GABBR2	0.20696196241752624	No data	0.3398287821154668	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.8990450000000003	No data	-0.802757859900717	-0.7199579708498954	0	No data	No data	0	1	0.5
DLEU7	0.20663958792438183	No data	0.3399064313507511	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.14027000000000028	No data	0.9329288472145616	No data	0	No data	No data	No data	1	1
SOX2	0.20659020644959972	No data	0.33097501381956035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17700377509725423	No data	No data	No data	0	0	0	0	0	0.9053649999999998	No data	-0.8842801985659129	-0.9585925193652769	0	No data	255	-0.08517250000000001	0.5	0
CABP4	0.20577807878825644	No data	0.33848931423888573	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5562051847766134	-0.2880440265790307	0	No data	No data	0	1	0.5
PCDH9	0.2055188462107695	No data	0.33654306933922434	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.8019399999999998	No data	-0.7855488141202427	-0.30855940329422515	0	No data	No data	0	1	0
ASCL2	0.20536742776841668	No data	0.3343266658902883	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	No data	0	0	0	0	0	0	No data	0.9896304467733039	No data	0	No data	No data	0	0.5	0
PODXL	0.20511905198982536	No data	0.31988140702084056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.35047716353149955	No data	No data	No data	1	0	0	0	0	0	No data	-0.56150027578599	-0.7756944526375076	0	No data	No data	No data	0.5	0
DUSP10	0.2050672913673421	No data	0.3320513893244745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10537467158601432	No data	No data	No data	0	0	0	1	0	0.8340249999999998	No data	-0.43088803088803085	0	0	No data	No data	0	0.5	0
PPIF	0.20502388493588541	No data	0.3313213973433006	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11854650553426611	No data	No data	No data	0	0	0	1	0	0.4444450000000003	No data	0.8062879205736349	-0.5998045273600585	0	No data	No data	-0.009662499999999952	-1	-1
PKHD1	0.20442469026902896	No data	0.33261550810607493	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	No data	0	0	0	0	0	0	No data	-0.3129619415333701	-0.9740050256257445	0	No data	No data	0	0.75	0.5
GPR101	0.20438958931416065	No data	0.33620535448631067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.7017846371299491	0	No data	No data	0	1	1
RND3	0.20424922600658296	No data	0.3292600906852482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13428753636636986	No data	No data	No data	0	0	0	0	0	1	No data	-0.6511858797573084	-0.8660318696535809	0	No data	No data	0	0.5	-1
CYP11A1	0.20396188230411982	0.33436193868639164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	No data	No data	1	0	0	0	0	1	0	No data	-0.43717595146166577	-0.8826012633153865	0	No data	No data	0	1	0
SLC22A12	0.20379883037392799	0.3191636687461011	0.058076967291667544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697810643445925	No data	No data	1	1	0	1	1	0	0	No data	0.6146718146718146	-0.2435791077952018	0	255	No data	0	1	1
KCNMB2	0.20373709993238473	No data	0.3351320589988319	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7659550000000003	No data	-0.5856591285162713	No data	0	No data	No data	0	0.5	0
GCC1	0.20368972821334225	No data	0.3331595873351984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03789097565780432	No data	No data	No data	1	0	0	0	0	0.6903199999999998	No data	-0.40375068946497517	No data	0	No data	No data	0	-1	-1
DAB1	0.20335819219642756	No data	0.3333508305627079	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.017755250330179134	No data	No data	0	0	0	0	0	0.82883	No data	-0.7879757308328736	-0.9310584442714309	0	No data	No data	0	0.5	0.5
CYP11B1	0.203268920076586	0.33436193868639164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	No data	No data	-0.07865416436845007	-0.9381375355832446	0	No data	No data	-0.8310150000000001	1	0.5
NAP1L5	0.2031104697685489	No data	0.33410129996129395	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.914726971869829	No data	0	No data	No data	0	1	-1
CCM2	0.20309321274856915	No data	0.3340729134738063	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6734250000000003	No data	-0.36094870380584665	-0.9662440262397617	0	No data	No data	0	0.5	-1
HEATR5B	0.20308908237182766	No data	0.33406611931769886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7923699999999997	No data	-0.3356867071152786	No data	0	No data	No data	0	-1	-1
CBFA2T3	0.20268232287032553	No data	0.3333970308242385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.18836000000000014	No data	-0.020849420849420874	0	0	No data	255	-0.14624750000000014	0.5	0
AGA	0.20248810766911246	No data	0.3195394526145159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2707621790217946	No data	No data	No data	0	0	0	0	0	0.11849500000000006	No data	-0.05273028130170987	-0.8211319289758601	0	No data	No data	0	-1	-1
P2RX4	0.20244661113125514	No data	0.2995181253953789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6698235503282463	No data	No data	No data	1	0	1	1	0	0.32989499999999977	1	0.2020959735245449	-0.8313227009179543	0	255	No data	0	-1	-1
GPBP1L1	0.20235237185470822	No data	0.33285428645775206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.45147499999999996	No data	-0.5442912300055157	No data	0	No data	No data	0	-1	-1
TOM1L2	0.20232938365731384	No data	0.3305367321275599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045594809820871586	No data	No data	No data	0	0	0	0	0	0.7435899999999996	No data	-0.5503585217870932	-0.7030288201673701	0	No data	No data	-0.038462499999999976	0.5	-1
GULP1	0.2021870074746829	No data	0.32984658601998845	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	0	0	0	0.6217100000000002	No data	No data	-0.19362923273754773	0	No data	No data	0	0.5	0
ARF4	0.20199608555698714	No data	0.3322682225519246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7222200000000001	No data	-0.7736348593491451	0	-1	No data	No data	-0.7083324999999998	-1	-1
PDLIM3	0.20172660065412842	No data	0.305287682500148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5307451569879714	No data	No data	No data	0	0	0	0	0	0	No data	0.18632101489244346	-0.9012553461548523	0	No data	No data	0	0.75	0
SLC14A2	0.20170780103296304	No data	0.3311860856026314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0	No data	0.07027027027027022	-0.7902278166529086	0	No data	No data	0	0.5	0.5
LRRTM3	0.20128645378978494	No data	0.33110093217941816	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8795200000000001	No data	-0.40838389409817977	-0.22574289577974915	0	No data	No data	0	0.5	0.5
NSUN3	0.201239007081317	No data	0.33102288594676416	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.11764500000000026	No data	-0.2945394373965803	-0.25455478196452913	0	No data	No data	0	-1	-1
SNX10	0.20113358904993142	No data	0.33022874371271954	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012414751542668195	No data	No data	0	0	0	0	0	0.7761200000000003	No data	0.6953116381687809	-0.7897203864066465	0	No data	No data	0	0.5	0
ZNF469	0.20109037654511286	No data	0.330778400000686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7975730832873691	-0.26412338210643843	0	No data	No data	No data	0.5	0.5
ACO1	0.20106815730453928	No data	0.3265213810790122	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08440939916212213	No data	No data	No data	0	0	0	0	0	0.6681649999999998	No data	-0.2233866519580805	0	0	No data	No data	-0.029809999999999982	0.5	-1
ACP1	0.20094421255857806	No data	0.326017985665256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0903997135253015	No data	No data	No data	0	0	1	1	0	0.24050500000000027	0	0.714065085493657	0	0	255	No data	0	-1	-1
TLK2	0.20087533261044382	No data	0.3304246690571084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9666649999999997	No data	-0.9936017650303365	-0.7951270916369243	-1	No data	No data	-0.32666749999999994	-1	-1
PTER	0.20081748143034	No data	0.32941761206223974	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.38395500000000027	No data	0.7172642029784886	0	0	No data	No data	No data	0.5	0
MST1R	0.20075869499403895	No data	0.32658522424910863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07295169571339452	No data	No data	1	0	0	1	1	0	0	1	0.02857142857142847	-0.8090149854828396	0	No data	No data	0	0.5	0
PTPN9	0.20075495343695537	No data	0.32114789590846426	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.181575170980393	No data	No data	No data	0	0	1	1	0	0.8650950000000002	No data	-0.6557087699944844	-0.8757591110182175	0	255	No data	0	-1	-1
BOD1L2	0.20061307571603507	No data	0.3299932763797854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.0697650000000003	No data	0.8462217319360177	-0.4037415508730993	0	No data	No data	-0.6511624999999999	1	1
ZNF799	0.20052989679712493	No data	0.32985645337421154	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.1533370104798677	No data	0	No data	No data	-0.8250399999999999	-1	-1
TTC3	0.20040733691437607	No data	0.3235755436973255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.22592388306674016	No data	0	No data	No data	No data	-1	-1
SLIT1	0.20014009892701487	No data	0.32769543848241284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	1	1	0	0	0	0.7196849999999998	No data	-0.7609487038058467	0	0	255	No data	-0.13787500000000003	0.75	0.5
SYN3	0.19991526158450754	No data	0.3282374943230025	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	1	0.6120699999999999	No data	-0.40661886376172085	-0.6691300622861956	0	No data	No data	0	0.5	0.5
NEDD1	0.1998411141957211	No data	0.3256838043082435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.2727249999999998	No data	-0.21765030336458913	-0.14230555434728037	-1	No data	No data	0	-1	-1
NHSL3	0.19982161292483044	No data	0.3286913801864785	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.044789999999999705	No data	-0.33513513513513515	No data	0	No data	No data	0	-1	-1
AR	0.19958109876895064	No data	0.29855629936243616	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.594789066012118	No data	No data	1	0	0	1	1	1	0.2826099999999997	1	No data	-0.7350857469360702	0	255	255	0	0.5	0
TFEC	0.19927889243533642	No data	0.32779864619171095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.11064533921676778	0	0	No data	No data	0	0.5	0
CEBPB	0.19898767386145674	No data	0.3120672230832711	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.30504781335074777	No data	No data	No data	0	0	0	0	0	0	No data	0.7810259238830668	-0.9291742010572912	0	255	No data	0	-1	-1
DEUP1	0.19889649664944012	No data	0.3271696341604097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.01490000000000009	No data	0.20132377275234425	-0.10002712586620749	0	No data	No data	0	0.75	0.5
RBPJL	0.19883267855698522	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4619851887683311	No data	No data	No data	0	0	0	0	0	0.39071500000000015	No data	0.2155543298400442	-0.05373224667943238	0	No data	No data	0	1	0.5
BNC2	0.19851663028423164	No data	0.32563288663765566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.8544150000000001	No data	-0.8329840044125758	-0.5854224539335747	0	No data	No data	0	0.5	0
SPPL2C	0.19816961715560583	No data	0.32597397258726685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2692774407060121	0	0	No data	No data	0	1	0.5
LRRC8E	0.1978822399600072	No data	0.3255012589219489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.51633	No data	0.9364589078874792	-0.6047342930611849	0	No data	No data	-0.04208499999999997	-1	0
RPL37A	0.1973939867486032	No data	0.32469811946377014	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	1	No data	-0.17440706012134588	No data	-1	No data	No data	No data	-1	-1
ADK	0.1972354222365671	No data	0.3209923516953001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06889882372931705	No data	No data	No data	1	0	1	1	1	0.5718249999999998	0	-0.1320463320463321	-0.8957138867675859	0	255	No data	0	0.5	-1
MACIR	0.1968366307532977	No data	0.3237813111732621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7330100000000002	No data	-0.5558742415885274	-0.17073779750080204	0	No data	No data	No data	0.5	-1
ZFHX4	0.19680553472782739	No data	0.3237301605725811	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5920900000000003	No data	-0.9279646993932709	-0.6616253136897438	0	No data	No data	0	-1	0
IDUA	0.196703612367313	No data	0.3220426790347869	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.5548814120242691	-0.9831317243525595	0	No data	No data	No data	-1	0
