gene_symbol,molecule_chembl_id,action_type,mechanism_of_action
MC4R,CHEMBL2070241,AGONIST,Melanocortin receptor 4 agonist
MC4R,CHEMBL4297533,AGONIST,Melanocortin receptor 4 agonist
MC4R,CHEMBL4650273,AGONIST,Melanocortin receptor 4 agonist
BCL2,CHEMBL3137309,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor
BCL2,CHEMBL2107358,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor
BCL2,CHEMBL443684,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor
BCL2,CHEMBL4650374,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor
LEP,CHEMBL2107857,AGONIST,Leptin receptor agonist
LEP,CHEMBL4650509,AGONIST,Leptin receptor agonist
SCTR,CHEMBL1201488,AGONIST,Secretin receptor agonist
SCTR,CHEMBL1201616,AGONIST,Secretin receptor agonist
SCTR,CHEMBL6067494,AGONIST,Secretin receptor agonist
DNMT3A,CHEMBL1489,INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor
DNMT3A,CHEMBL1201129,INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor
PDE3A,CHEMBL2096642,INHIBITOR,Phosphodiesterase 3A inhibitor
PDE3A,CHEMBL799,INHIBITOR,Phosphodiesterase 3A inhibitor
PDE3A,CHEMBL1200977,INHIBITOR,Phosphodiesterase 3A inhibitor
PDE3A,CHEMBL1752,INHIBITOR,Phosphodiesterase 3A inhibitor
PDE3A,CHEMBL19449,INHIBITOR,Phosphodiesterase 3A inhibitor
TYK2,CHEMBL4116008,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL4297477,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL4459585,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL4435170,NEGATIVE ALLOSTERIC MODULATOR,Tyrosine-protein kinase TYK2 negative allosteric modulator
TYK2,CHEMBL3301607,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL4298167,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL5315119,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
TYK2,CHEMBL4594382,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
P2RY12,CHEMBL1083385,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL1717,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL398435,NEGATIVE ALLOSTERIC MODULATOR,Purinergic receptor P2Y12 negative allosteric modulator
P2RY12,CHEMBL1201773,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL1097279,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL2103828,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL261244,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL4297589,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL334966,INHIBITOR,Purinergic receptor P2Y12 inhibitor
P2RY12,CHEMBL6068338,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL6068340,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL6068333,ANTAGONIST,Purinergic receptor P2Y12 antagonist
P2RY12,CHEMBL6068343,ANTAGONIST,Purinergic receptor P2Y12 antagonist
CASR,CHEMBL1200776,POSITIVE ALLOSTERIC MODULATOR,Calcium sensing receptor positive allosteric modulator
CASR,CHEMBL3545100,POSITIVE ALLOSTERIC MODULATOR,Calcium sensing receptor positive allosteric modulator
CASR,CHEMBL1198855,ANTAGONIST,Calcium sensing receptor antagonist
CASR,CHEMBL2107572,MODULATOR,Calcium sensing receptor modulator
CASR,CHEMBL3545184,AGONIST,Calcium sensing receptor agonist
CASR,CHEMBL4297621,POSITIVE ALLOSTERIC MODULATOR,Calcium sensing receptor positive allosteric modulator
CASR,CHEMBL3545183,AGONIST,Calcium sensing receptor agonist
P2RY1,CHEMBL1767408,AGONIST,Purinergic receptor P2Y1 agonist
NOTCH2,CHEMBL3301588,INHIBITOR,Neurogenic locus notch homolog protein 2 inhibitor
NKX6-1,CHEMBL2028852,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX6-1,CHEMBL541758,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX6-1,CHEMBL2107725,ANTAGONIST,Bradykinin B2 receptor antagonist
NKX6-1,CHEMBL2105864,AGONIST,Bradykinin B2 receptor agonist
TRAF3,CHEMBL2107455,INHIBITOR,E3 ubiquitin ligase TRAF3IP2 inhibitor
TRAF3IP2,CHEMBL2107455,INHIBITOR,E3 ubiquitin ligase TRAF3IP2 inhibitor
HMGB1,CHEMBL4297717,INHIBITOR,High mobility group protein B1 inhibitor
PPP3CA,CHEMBL5314379,INHIBITOR,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform inhibitor"
KIF11,CHEMBL2105661,INHIBITOR,Kinesin-like protein 1 inhibitor
KIF11,CHEMBL2347655,INHIBITOR,Kinesin-like protein 1 inhibitor
KIF11,CHEMBL228814,INHIBITOR,Kinesin-like protein 1 inhibitor
KIF11,CHEMBL1829433,INHIBITOR,Kinesin-like protein 1 inhibitor
STEAP1,CHEMBL3833306,BINDING AGENT,Metalloreductase STEAP1 binding agent
GRM4,CHEMBL4089083,POSITIVE ALLOSTERIC MODULATOR,Metabotropic glutamate receptor 4 positive allosteric modulator
IGF1R,CHEMBL1201717,AGONIST,Insulin-like growth factor I receptor agonist
IGF1R,CHEMBL1201716,AGONIST,Insulin-like growth factor I receptor agonist
IGF1R,CHEMBL551064,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL3545004,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL3545085,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL283120,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL575448,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL313972,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL5283463,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL1091644,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL1743019,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL1743024,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL1743079,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL1743001,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL1743006,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL1743064,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL2109357,ANTAGONIST,Insulin-like growth factor I receptor antagonist
IGF1R,CHEMBL2109356,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL3989990,INHIBITOR,Insulin-like growth factor I receptor inhibitor
IGF1R,CHEMBL3899477,INHIBITOR,Insulin-like growth factor I receptor inhibitor
BRAF,CHEMBL2105729,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL1946170,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL1200485,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL1229517,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL5314407,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL4209157,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL2029988,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL3545263,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL3577124,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL4303729,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL3545080,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL558752,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL3545027,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
BRAF,CHEMBL3301612,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor
IL13,CHEMBL1743035,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL1743081,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL1742985,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL2109465,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL2109464,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL4298097,INHIBITOR,Interleukin-13 inhibitor
IL13,CHEMBL4297864,INHIBITOR,Interleukin-13 inhibitor
ADRB1,CHEMBL24,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1200837,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1200813,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1201115,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1200745,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1472989,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1201177,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL500,PARTIAL AGONIST,Beta-1 adrenergic receptor partial agonist
ADRB1,CHEMBL1200947,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1200418,AGONIST,Beta-1 adrenergic receptor agonist
ADRB1,CHEMBL1557,AGONIST,Beta-1 adrenergic receptor agonist
ADRB1,CHEMBL521606,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1671,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL2361370,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1700,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL3989566,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1691,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1200870,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL2356097,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL2062335,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1201731,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1201063,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL499,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL2012520,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL16476,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL27810,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL1742466,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL321582,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL75753,PARTIAL AGONIST,Beta-1 adrenergic receptor partial agonist
ADRB1,CHEMBL6995,INHIBITOR,Beta-1 adrenergic receptor inhibitor
ADRB1,CHEMBL2107546,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL2362410,ANTAGONIST,Beta-1 adrenergic receptor antagonist
ADRB1,CHEMBL4594379,AGONIST,Beta-1 adrenergic receptor agonist
GLP2R,CHEMBL2104987,AGONIST,Glucagon-like peptide 2 receptor agonist
GLP2R,CHEMBL2108318,AGONIST,Glucagon-like peptide 2 receptor agonist
GLP2R,CHEMBL4563522,AGONIST,Glucagon-like peptide 2 receptor agonist
CNR1,CHEMBL2218896,AGONIST,Cannabinoid CB1 receptor agonist
CNR1,CHEMBL465,AGONIST,Cannabinoid CB1 receptor agonist
CNR1,CHEMBL2397751,AGONIST,Cannabinoid CB1 receptor agonist
CNR1,CHEMBL412262,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL3545289,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL3545166,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL189676,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL2106841,AGONIST,Cannabinoid CB1 receptor agonist
CNR1,CHEMBL562668,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL220360,INVERSE AGONIST,Cannabinoid CB1 receptor inverse agonist
CNR1,CHEMBL190461,NEGATIVE ALLOSTERIC MODULATOR,Cannabinoid CB1 receptor negative allosteric modulator
CNR1,CHEMBL111,ANTAGONIST,Cannabinoid CB1 receptor antagonist
CNR1,CHEMBL4298095,NEGATIVE ALLOSTERIC MODULATOR,Cannabinoid CB1 receptor negative allosteric modulator
ERBB4,CHEMBL2105712,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL1645462,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL3109738,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL3545396,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL545315,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL2105719,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL2110732,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL180022,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
ERBB4,CHEMBL3989921,INHIBITOR,Receptor protein-tyrosine kinase erbB-4 inhibitor
TLR4,CHEMBL225157,INHIBITOR,Toll-like receptor 4 inhibitor
IL2RA,CHEMBL2108370,ANTAGONIST,Interleukin-2 receptor alpha chain antagonist
IL2RA,CHEMBL2109367,BINDING AGENT,Interleukin-2 receptor alpha chain binding agent
IL2RA,CHEMBL2109366,BINDING AGENT,Interleukin-2 receptor alpha chain binding agent
IL2RA,CHEMBL4297871,BINDING AGENT,Interleukin-2 receptor alpha chain binding agent
PTGS2,CHEMBL122,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL1316,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL599,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL1070,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL865,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL118,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL622,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL416146,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL1835207,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL166863,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL296913,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL1206690,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL404108,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL93645,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL2107455,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL435381,INHIBITOR,Cyclooxygenase-2 inhibitor
PTGS2,CHEMBL364804,INHIBITOR,Cyclooxygenase-2 inhibitor
PPARD,CHEMBL3545295,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3544958,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3545114,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3545176,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL230158,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL38943,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3707395,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3545186,AGONIST,Peroxisome proliferator-activated receptor delta agonist
PPARD,CHEMBL3989960,AGONIST,Peroxisome proliferator-activated receptor delta agonist
MAP3K1,CHEMBL1097999,INHIBITOR,Mitogen-activated protein kinase kinase kinase 1 inhibitor
GCGR,CHEMBL5314342,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL5314341,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL3545269,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL1933349,ANTAGONIST,Glucagon receptor antagonist
GCGR,CHEMBL2381848,ANTAGONIST,Glucagon receptor antagonist
GCGR,CHEMBL3707278,INHIBITOR,Glucagon receptor inhibitor
GCGR,CHEMBL4297630,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL1933350,ANTAGONIST,Glucagon receptor antagonist
GCGR,CHEMBL3707351,ANTAGONIST,Glucagon receptor antagonist
GCGR,CHEMBL4297576,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL4298213,INHIBITOR,Glucagon receptor inhibitor
GCGR,CHEMBL4650274,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL4297741,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL5095485,AGONIST,Glucagon receptor agonist
GCGR,CHEMBL5314776,AGONIST,Glucagon receptor agonist
ENPP3,CHEMBL4594455,BINDING AGENT,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 binding agent
NOS2,CHEMBL114551,INHIBITOR,"Nitric oxide synthase, inducible inhibitor"
NOS2,CHEMBL1911882,INHIBITOR,"Nitric oxide synthase, inducible inhibitor"
CSF1,CHEMBL2109513,INHIBITOR,Macrophage colony-stimulating factor 1 inhibitor
CSF1,CHEMBL2109512,INHIBITOR,Macrophage colony-stimulating factor 1 inhibitor
ABCA1,CHEMBL608,INHIBITOR,ATP-binding cassette sub-family A member 1 inhibitor
FFAR1,CHEMBL3915620,AGONIST,Free fatty acid receptor 1 agonist
FFAR1,CHEMBL1829174,POSITIVE ALLOSTERIC MODULATOR,Free fatty acid receptor 1 positive allosteric modulator
FFAR1,CHEMBL4297635,AGONIST,Free fatty acid receptor 1 agonist
IL10,CHEMBL2109460,INHIBITOR,Interleukin-10 inhibitor
VEGFA,CHEMBL1201421,ANTAGONIST,Vascular endothelial growth factor A antagonist
VEGFA,CHEMBL1201825,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL1742982,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL1201583,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL3707253,BINDING AGENT,Vascular endothelial growth factor A binding agent
VEGFA,CHEMBL4297163,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL2108313,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL3707357,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL3545259,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL4297750,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL4297684,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL2108752,INHIBITOR,Vascular endothelial growth factor A inhibitor
VEGFA,CHEMBL5314727,BINDING AGENT,Vascular endothelial growth factor A binding agent
LIPF,CHEMBL175247,INHIBITOR,Gastric lipase inhibitor
LIPF,CHEMBL2103825,INHIBITOR,Gastric lipase inhibitor
PNLIP,CHEMBL175247,INHIBITOR,Pancreatic lipase inhibitor
PNLIP,CHEMBL2103825,INHIBITOR,Pancreatic lipase inhibitor
PTGS1,CHEMBL94081,INHIBITOR,Cyclooxygenase-1 inhibitor
PTGS1,CHEMBL277474,INHIBITOR,Cyclooxygenase-1 inhibitor
PTGS1,CHEMBL259972,INHIBITOR,Cyclooxygenase-1 inhibitor
NPC1L1,CHEMBL1138,INHIBITOR,Niemann-Pick C1-like protein 1 inhibitor
SCN5A,CHEMBL1200822,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL1200612,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL1404,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL3545040,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL3545169,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL24072,BLOCKER,Sodium channel protein type V alpha subunit blocker
SCN5A,CHEMBL2107383,BLOCKER,Sodium channel protein type V alpha subunit blocker
LPA,CHEMBL4297270,ANTAGONIST,Lysophosphatidic acid receptor Edg-2 antagonist
SCN4A,CHEMBL1200749,BLOCKER,Sodium channel protein type IV alpha subunit blocker
SCN4A,CHEMBL1098,BLOCKER,Sodium channel protein type IV alpha subunit blocker
SCN4A,CHEMBL1200396,BLOCKER,Sodium channel protein type IV alpha subunit blocker
SCN4A,CHEMBL1404,BLOCKER,Sodium channel protein type IV alpha subunit blocker
NCAM1,CHEMBL2109634,BINDING AGENT,Neural cell adhesion molecule 1 binding agent
NCAM1,CHEMBL1743037,BINDING AGENT,Neural cell adhesion molecule 1 binding agent
AOC1,CHEMBL2105233,ACTIVATOR,Diamine oxidase activator
FOLH1,CHEMBL2109555,OTHER,Glutamate carboxypeptidase II other
FOLH1,CHEMBL2109552,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL2109559,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL2109677,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL2109556,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL2109678,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL2109553,BINDING AGENT,Glutamate carboxypeptidase II binding agent
FOLH1,CHEMBL4594406,BINDING AGENT,Glutamate carboxypeptidase II binding agent
ALDH2,CHEMBL964,INHIBITOR,Aldehyde dehydrogenase inhibitor
ADA,CHEMBL1580,INHIBITOR,Adenosine deaminase inhibitor
ADA,CHEMBL284483,INHIBITOR,Adenosine deaminase inhibitor
SELL,CHEMBL3707446,ANTAGONIST,Leukocyte adhesion molecule-1 antagonist
SELL,CHEMBL2108575,INHIBITOR,Leukocyte adhesion molecule-1 inhibitor
COMT,CHEMBL1324,INHIBITOR,Catechol O-methyltransferase inhibitor
COMT,CHEMBL953,INHIBITOR,Catechol O-methyltransferase inhibitor
COMT,CHEMBL1089318,INHIBITOR,Catechol O-methyltransferase inhibitor
COMT,CHEMBL160038,INHIBITOR,Catechol O-methyltransferase inhibitor
ESR1,CHEMBL1201477,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL786,MODULATOR,Estrogen receptor alpha modulator
ESR1,CHEMBL1405,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL135,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1200430,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1511,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL3185958,MODULATOR,Estrogen receptor alpha modulator
ESR1,CHEMBL691,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1018,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1200973,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1200980,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1201151,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL411,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL1358,ANTAGONIST,Estrogen receptor alpha antagonist
ESR1,CHEMBL3545210,ANTAGONIST,Estrogen receptor alpha antagonist
ESR1,CHEMBL4297509,DEGRADER,Estrogen receptor alpha degrader
ESR1,CHEMBL3545017,AGONIST,Estrogen receptor alpha agonist
ESR1,CHEMBL954,MODULATOR,Estrogen receptor alpha modulator
ESR1,CHEMBL4650365,DEGRADER,Estrogen receptor alpha degrader
ESR1,CHEMBL4475463,DEGRADER,Estrogen receptor alpha degrader
ESR1,CHEMBL4650316,DEGRADER,Estrogen receptor alpha degrader
ESR1,CHEMBL4594273,DEGRADER,Estrogen receptor alpha degrader
ESR1,CHEMBL1358,DEGRADER,Estrogen receptor degrader
ESR1,CHEMBL3581693,DEGRADER,Estrogen receptor degrader
ESR1,CHEMBL81,MODULATOR,Estrogen receptor modulator
CTLA4,CHEMBL1789844,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
CTLA4,CHEMBL2108658,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
CTLA4,CHEMBL4594456,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
CTLA4,CHEMBL4650483,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
CTLA4,CHEMBL4297876,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
CTLA4,CHEMBL4650419,INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor
WT1,CHEMBL4297235,VACCINE ANTIGEN,Wilms tumor protein vaccine antigen
WT1,CHEMBL3833386,VACCINE ANTIGEN,Wilms tumor protein vaccine antigen
VDR,CHEMBL1042,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1536,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1200666,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1200622,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL846,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL3544909,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1200810,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL284121,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL2105107,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL605525,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL2104955,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL2105705,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL3545094,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1908376,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL3989862,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL1601669,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL2356023,AGONIST,Vitamin D receptor agonist
VDR,CHEMBL4297608,AGONIST,Vitamin D receptor agonist
SV2A,CHEMBL1286,MODULATOR,Synaptic vesicle glycoprotein 2A modulator
SV2A,CHEMBL607400,MODULATOR,Synaptic vesicle glycoprotein 2A modulator
SV2A,CHEMBL3918017,MODULATOR,Synaptic vesicle glycoprotein 2A modulator
SLC12A3,CHEMBL406,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL878,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL61593,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL1201039,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
SLC12A3,CHEMBL842,INHIBITOR,Thiazide-sensitive sodium-chloride cotransporter inhibitor
