action_type,binding_site_comment,direct_interaction,disease_efficacy,max_phase,mec_id,mechanism_comment,mechanism_of_action,mechanism_refs,molecular_mechanism,molecule_chembl_id,parent_molecule_chembl_id,record_id,selectivity_comment,site_id,target_chembl_id,variant_sequence,gene_symbol
AGONIST,,1,1,2,9132,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108493,CHEMBL2108493,1696356,,,CHEMBL1981,,INSR
AGONIST,,1,1,2,9133,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108968,CHEMBL2108968,1696743,,,CHEMBL1981,,INSR
AGONIST,,1,1,2,9204,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108305,CHEMBL2108305,3129591,,,CHEMBL1981,,INSR
AGONIST,,1,1,3,9205,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108964,CHEMBL2108964,1696739,,,CHEMBL1981,,INSR
AGONIST,,1,1,4,9206,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2109046,CHEMBL2109046,1696821,,,CHEMBL1981,,INSR
AGONIST,,1,1,4,9359,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108973,CHEMBL2108973,1696748,,,CHEMBL1981,,INSR
AGONIST,,1,1,2,9360,,Insulin receptor agonist,"[{'ref_id': '31436533', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31436533/'}]",1,CHEMBL2108492,CHEMBL2108492,1696355,,,CHEMBL1981,,INSR
AGONIST,,1,1,4,9863,,Insulin receptor agonist,"[{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/insulin-human-winthrop', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/insulin-human-winthrop'}]",1,CHEMBL2108966,CHEMBL2108966,1696741,,,CHEMBL1981,,INSR
AGONIST,,1,1,4,9976,,Insulin receptor agonist,"[{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/ultratard', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/ultratard'}]",1,CHEMBL2108974,CHEMBL2108974,1696749,,,CHEMBL1981,,INSR
AGONIST,,1,1,4,9977,,Insulin receptor agonist,"[{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/awiqli', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/awiqli'}]",1,CHEMBL4594581,CHEMBL4594581,3461252,,,CHEMBL1981,,INSR
ACTIVATOR,,1,1,2,6880,"Alverine has been shown to bind to 5-HT1A receptors thereby acting as an antagonist that reduces the visceral pronociceptive effect of 5-HT. Alverine acts directly on the muscle in the gut, causing it to relax. This prevents the muscle spasms which occur in the gut in conditions such as irritable bowel syndrome and diverticular disease. It has also been reported that Alverine acts as HNF4α activator.",Hepatocyte nuclear factor 4-alpha activator,"[{'ref_id': '11697552', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/11697552'}, {'ref_id': '17934514', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/17934514'}, {'ref_id': '20003095', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/20003095'}, {'ref_id': '23488786', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23488786'}, {'ref_id': '23675775', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23675775'}, {'ref_id': '24147869', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24147869'}, {'ref_id': '25199966', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/25199966'}]",1,CHEMBL253371,CHEMBL253371,2792306,,,CHEMBL5398,,HNF4A
AGONIST,,1,1,4,59,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4'}]",1,CHEMBL4084119,CHEMBL4084119,1343494,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,60,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'label/2015/022200s015s016s017s018lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022200s015s016s017s018lbl.pdf'}]",1,CHEMBL414357,CHEMBL414357,1344847,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,2276,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'label/2014/125431s000lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125431s000lbl.pdf'}]",1,CHEMBL2107841,CHEMBL2107841,1695896,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,2308,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'setid=463050bd-2b1c-40f5-b3c3-0a04bb433309', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=463050bd-2b1c-40f5-b3c3-0a04bb433309'}]",1,CHEMBL2108027,CHEMBL2108027,1697108,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,3,5410,"Peptide, GLP-1 analogue. Development stopped due to adverse events.",Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '21114599', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/21114599'}, {'ref_id': '23139373', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23139373'}]",1,CHEMBL2107860,CHEMBL2107860,1695937,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,5413,"Peptide, GLP-1 analogue.",Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '22918257', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22918257'}, {'ref_id': '24608440', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24608440'}]",1,CHEMBL2108724,CHEMBL2108724,1696496,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,6157,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'label/2016/208471Orig1s000lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/208471Orig1s000lbl.pdf'}]",1,CHEMBL2108336,CHEMBL2108336,1697370,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,2,7902,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'https://www.biorxiv.org/content/10.1101/2020.09.29.319483v1.full.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.biorxiv.org/content/10.1101/2020.09.29.319483v1.full.pdf'}, {'ref_id': 'https://www.pfizer.com/science/internal-medicine/pipeline', 'ref_type': 'Other', 'ref_url': 'https://www.pfizer.com/science/internal-medicine/pipeline'}, {'ref_id': '33677922', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/33677922'}]",1,CHEMBL4518483,CHEMBL4518483,3460863,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,2,7999,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '27377054', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/27377054'}, {'ref_id': '29926478', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/29926478'}, {'ref_id': '31608926', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/31608926'}]",1,CHEMBL4297630,CHEMBL4297630,3133233,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,2,8367,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'https://www.hanmipharm.com/ehanmi/handler/Rnd-Pipeline', 'ref_type': 'Other', 'ref_url': 'https://www.hanmipharm.com/ehanmi/handler/Rnd-Pipeline'}, {'ref_id': '33475255', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/33475255'}]",1,CHEMBL4297576,CHEMBL4297576,3133162,,,CHEMBL1784,,GLP1R
ANTAGONIST,,1,1,3,8420,,Glucagon-like peptide 1 receptor antagonist,"[{'ref_id': '32250530', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/32250530'}, {'ref_id': '9525985', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/9525985'}]",1,CHEMBL4297949,CHEMBL4297949,3133599,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,3,8655,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'https://diabetes.diabetesjournals.org/content/67/Supplement_1/1097-P', 'ref_type': 'Other', 'ref_url': 'https://diabetes.diabetesjournals.org/content/67/Supplement_1/1097-P'}]",1,CHEMBL4650470,CHEMBL4650470,3490271,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,4,8994,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '33325008', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/33325008/'}]",1,CHEMBL4297839,CHEMBL4297839,3133473,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,2,9125,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '34176426', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34176426/'}]",1,CHEMBL3990012,CHEMBL3990012,2973370,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,2,9401,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '34260042', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/34260042/'}]",1,CHEMBL4650495,CHEMBL4650495,3490302,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,3,10106,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': 'https://www.jacc.org/doi/10.1016/j.jchf.2024.09.004', 'ref_type': 'Other', 'ref_url': 'https://www.jacc.org/doi/10.1016/j.jchf.2024.09.004'}]",1,CHEMBL5314776,CHEMBL5314776,3956402,,,CHEMBL1784,,GLP1R
AGONIST,,1,1,3,10107,,Glucagon-like peptide 1 receptor agonist,"[{'ref_id': '38367045', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/38367045/'}]",1,CHEMBL5095485,CHEMBL5095485,3841983,,,CHEMBL1784,,GLP1R
INHIBITOR,,1,1,1,4157,Allosteric inhibitor.,Serine/threonine-protein kinase AKT2 inhibitor,"[{'ref_id': '10.1158/1538-7445.AM2013-2050', 'ref_type': 'DOI', 'ref_url': 'http://cancerres.aacrjournals.org/content/73/8_Supplement/2050'}, {'ref_id': '10.1158/1538-7445.AM2014-3685', 'ref_type': 'DOI', 'ref_url': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/3685'}]",1,CHEMBL4751394,CHEMBL4751394,2472923,,,CHEMBL2431,,AKT2
INHIBITOR,,1,1,4,2370,,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,"[{'ref_id': '24847880', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24847880'}]",1,CHEMBL1703,CHEMBL1431,1344532,,,CHEMBL3391681,,GPD2
AGONIST,,1,1,4,8862,,Gastric inhibitory polypeptide receptor agonist,"[{'ref_id': '33325008', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/33325008/'}]",1,CHEMBL4297839,CHEMBL4297839,3133473,,,CHEMBL4383,,GIPR
AGONIST,,1,1,3,10109,,Gastric inhibitory polypeptide receptor agonist,"[{'ref_id': '38367045', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/38367045/'}]",1,CHEMBL5095485,CHEMBL5095485,3841983,,,CHEMBL4383,,GIPR
INHIBITOR,,1,1,4,465,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'setid=a3768c7e-aa4c-44d3-bc53-43bb7346c0b0', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a3768c7e-aa4c-44d3-bc53-43bb7346c0b0'}]",1,CHEMBL227529,CHEMBL376359,1702472,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,466,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'setid=f85a48d0-0407-4c50-b0fa-7673a160bf01', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f85a48d0-0407-4c50-b0fa-7673a160bf01'}]",1,CHEMBL1201174,CHEMBL1422,1343735,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,467,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'setid=f6dd9b86-0d18-95d4-2bc7-05591bfdd597', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6dd9b86-0d18-95d4-2bc7-05591bfdd597'}]",1,CHEMBL237500,CHEMBL237500,1343280,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,468,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'setid=ba48ac4b-9503-4006-f6e2-3b8a83059c03', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ba48ac4b-9503-4006-f6e2-3b8a83059c03'}]",1,CHEMBL1201743,CHEMBL385517,1344991,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,5599,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '21366665', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/21366665'}]",1,CHEMBL515387,CHEMBL515387,1699807,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,2,5643,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '20031405', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/20031405'}]",1,CHEMBL591118,CHEMBL591118,1702478,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,5682,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '24622716', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24622716'}]",1,CHEMBL2105754,CHEMBL1650443,1702676,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,5684,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '24660890', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24660890'}]",1,CHEMBL2105762,CHEMBL2105762,1702686,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,5734,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'http://www.ema.europa.eu/ema/index.jsp?curl=pages/medicines/human/medicines/000771/human_med_000803.jsp&mid=WC0b01ac058001d124', 'ref_type': 'Other', 'ref_url': 'http://www.ema.europa.eu/ema/index.jsp?curl=pages/medicines/human/medicines/000771/human_med_000803.jsp&mid=WC0b01ac058001d124'}, {'ref_id': '15886245', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/15886245'}]",1,CHEMBL142703,CHEMBL142703,1706031,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,3,5966,Inhibits the activation of T-cells reducing the immune response occurring during steroid resistant aGvHD.,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.karger.com/Article/Pdf/206319', 'ref_type': 'Other', 'ref_url': 'https://www.karger.com/Article/Pdf/206319'}, {'ref_id': 'http://www.ema.europa.eu/docs/en_GB/document_library/Application_withdrawal_assessment_report/human/004144/WC500219766.pdf', 'ref_type': 'Other', 'ref_url': 'http://www.ema.europa.eu/docs/en_GB/document_library/Application_withdrawal_assessment_report/human/004144/WC500219766.pdf'}]",1,CHEMBL3833357,CHEMBL3833357,2793635,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,3,7520,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '31912513', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/31912513'}]",1,CHEMBL4296719,CHEMBL4296719,3129704,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,3,7521,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '27298192', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/27298192'}]",1,CHEMBL3707235,CHEMBL3707235,2795492,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,7541,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.mt-pharma.co.jp/e/release/nr/2017/pdf/e_MTPC170703.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.mt-pharma.co.jp/e/release/nr/2017/pdf/e_MTPC170703.pdf'}, {'ref_id': 'https://www.pmda.go.jp/files/000153594.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.pmda.go.jp/files/000153594.pdf'}, {'ref_id': '23671395', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/23671395'}]",1,CHEMBL2147777,CHEMBL2147777,3132139,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,7548,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.pmda.go.jp/files/000218646.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.pmda.go.jp/files/000218646.pdf'}, {'ref_id': '27860391', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/27860391'}]",1,CHEMBL1929396,CHEMBL1929396,3132594,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,7601,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '22056373', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22056373'}, {'ref_id': '26541763', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/26541763'}]",1,CHEMBL1779710,CHEMBL1779710,3132612,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,2,8022,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.kyorin-pharm.co.jp/en/news/2006/000364.shtml', 'ref_type': 'Other', 'ref_url': 'https://www.kyorin-pharm.co.jp/en/news/2006/000364.shtml'}]",1,CHEMBL4297624,CHEMBL4297624,3133227,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,3,9457,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': '33961850', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/33961850/'}]",1,CHEMBL1082462,CHEMBL1082462,3589784,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,9654,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/sitagliptin-sun-epar-product-information_en.pdf', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/sitagliptin-sun-epar-product-information_en.pdf'}]",1,CHEMBL5315049,CHEMBL1422,3956708,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,10022,,Dipeptidyl peptidase IV inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-accord', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-accord'}]",1,CHEMBL6068334,CHEMBL1422,4658705,,,CHEMBL284,,DPP4
INHIBITOR,,1,1,4,939,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b9057d3b-b104-4f09-8a61-c61ef9d4a3f3#nlm34090-1'}]",1,CHEMBL4594217,CHEMBL2048484,1699828,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,2291,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'label/2014/204629s000lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/204629s000lbl.pdf'}]",1,CHEMBL2107830,CHEMBL2107830,1706461,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,2394,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=fc6ae30e-868b-4ac9-b69d-900922503998', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fc6ae30e-868b-4ac9-b69d-900922503998'}]",1,CHEMBL2103802,CHEMBL429910,1699758,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,5652,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '18583547', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/18583547'}]",1,CHEMBL2028665,CHEMBL2028665,1702514,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5672,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '22410641', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22410641'}]",1,CHEMBL2105711,CHEMBL2110731,1702608,"SGLT2 selective. IC50 rSGLT2= 14.5nM; mSGLT2= 5.0 nM vs IC50 rSGLT1=8200 nM; IC50 mSGLT1, 1800 nM.",,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5683,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '21690265', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/21690265'}]",1,CHEMBL1770248,CHEMBL1770248,1702683,It shows >2000-fold selectivity for SGLT2 inhibition (relative to SGLT1) in vitro,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5826,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'http://adisinsight.springer.com/drugs/800035524', 'ref_type': 'Other', 'ref_url': 'http://adisinsight.springer.com/drugs/800035524'}, {'ref_id': 'http://www.theracos.com/sglt2-inhibitors/', 'ref_type': 'Other', 'ref_url': 'http://www.theracos.com/sglt2-inhibitors/'}]",1,CHEMBL1808388,CHEMBL1808388,2473550,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,5841,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '22739142', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/22739142'}]",1,CHEMBL3039507,CHEMBL3039507,1937949,"Human SGLT1 IC50=36 nmol/l, human SGLT2 IC50=1.8 nmol/l ",,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,7267,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'setid=fc6ae30e-868b-4ac9-b69d-900922503998', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fc6ae30e-868b-4ac9-b69d-900922503998'}]",1,CHEMBL429910,CHEMBL429910,1706050,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,3,7545,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.pmda.go.jp/files/000230401.pdf', 'ref_type': 'Other', 'ref_url': 'https://www.pmda.go.jp/files/000230401.pdf'}]",1,CHEMBL4297658,CHEMBL4297658,3133266,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,7554,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '30724002', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/30724002'}, {'ref_id': '32187881', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/32187881'}]",1,CHEMBL4297625,CHEMBL4297625,3133228,Dual SGLT1/2 inhibitor.,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,7708,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '19281809', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/19281809'}]",1,CHEMBL450044,CHEMBL450044,1699791,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,3,8209,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '24786232', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/24786232'}]",1,CHEMBL4297431,CHEMBL4297431,3132999,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,8219,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.pmda.go.jp/files/000206796.pdf', 'ref_type': 'PMDA', 'ref_url': 'https://www.pmda.go.jp/files/000206796.pdf'}, {'ref_id': '25316572', 'ref_type': 'PubMed', 'ref_url': 'http://europepmc.org/abstract/MED/25316572'}]",1,CHEMBL2018096,CHEMBL2018096,3132621,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,2,8903,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': '23374077', 'ref_type': 'PubMed', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/23374077/'}]",1,CHEMBL4297452,CHEMBL2397450,3133020,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,9827,,Sodium/glucose cotransporter 2 inhibitor,"[{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/segluromet-epar-product-information_en.pdf', 'ref_type': 'EMA', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/segluromet-epar-product-information_en.pdf'}]",1,CHEMBL5315054,CHEMBL1770248,3956713,,,CHEMBL3884,,SLC5A2
INHIBITOR,,1,1,4,1052,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=10a557fe-6620-4b15-862a-d3ff5dece612', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=10a557fe-6620-4b15-862a-d3ff5dece612'}]",1,CHEMBL503,CHEMBL503,1344871,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1053,,HMG-CoA reductase inhibitor,"[{'ref_id': '9780702034718 PP. 290', 'ref_type': 'ISBN', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718'}]",1,CHEMBL1200563,CHEMBL1477,1343621,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1054,,HMG-CoA reductase inhibitor,"[{'ref_id': 'label/2013/022363s012lbl.pdf', 'ref_type': 'FDA', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022363s012lbl.pdf'}]",1,CHEMBL1237061,CHEMBL1201753,1343985,,,CHEMBL402,,HMGCR
INHIBITOR,,1,1,4,1055,,HMG-CoA reductase inhibitor,"[{'ref_id': 'setid=aad8b373-0aec-4efb-8e61-3d8114b31127', 'ref_type': 'DailyMed', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aad8b373-0aec-4efb-8e61-3d8114b31127'}]",1,CHEMBL2218894,CHEMBL2220442,1344848,,,CHEMBL402,,HMGCR
